search_term,name,url,price,provider_id,photo,details,brand
clavo,"Clavos Techo Cabeza de Plomo 4"" x 100 unidades",https://giliycia.com.ar//clavos-techo-cabeza-de-plomo-4-x-100-unidades.html,8928,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/3/5/3525_01.jpg,Agregar al carritoAñadir para comparar,
clavo,Clavos de Cobre Cabeza Chata 50 mm Bolsa x 1kg,https://giliycia.com.ar//clavos-de-cobre-cabeza-chata-50-mm-bolsa-x-kg.html,23133,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/6/9/6969_01_1.jpg,Agregar al carritoAñadir para comparar,
clavo,"Clavos Punta París 6"" Cajón x 20kg",https://giliycia.com.ar//clavos-punta-paris-6-cajon-x-30kg.html,72674,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/4/9/49755.jpg,Agregar al carritoAñadir para comparar,
clavo,"Clavos Espiralados 5"" Cajón x 20kg",https://giliycia.com.ar//clavos-espiralados-5-cajon-x-20kg.html,91416,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/4/2/42458.jpg,Agregar al carritoAñadir para comparar,
clavo,"Clavos Espiralados 6"" Cajón x 20kg",https://giliycia.com.ar//clavos-espiralados-6-cajon-x-20kg.html,91416,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/4/2/42459.jpg,Agregar al carritoAñadir para comparar,
clavo,"Clavos Punta París 2 1/2"" Cajón x 30kg",https://giliycia.com.ar//clavos-punta-paris-2-1-2-cajon-x-30-kg.html,104066,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/3/5/3571.jpg,Agregar al carritoAñadir para comparar,
clavo,"Clavos Punta París 4"" Cajón x 30kg",https://giliycia.com.ar//clavos-punta-paris-4-cajon-x-30kg.html,104066,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/3/5/3576.jpg,Agregar al carritoAñadir para comparar,
clavo,"Clavos Punta París 3"" Cajón x 30kg",https://giliycia.com.ar//clavos-punta-paris-3-cajon-x-30kg.html,104066,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/3/5/3575.jpg,Agregar al carritoAñadir para comparar,
clavo,"Clavos Punta París 5"" Cajón x 30kg",https://giliycia.com.ar//clavos-punta-paris-5-cajon-x-30kg.html,109163,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/3/5/3577.jpg,Agregar al carritoAñadir para comparar,
clavo,"Clavos Punta París 2"" Cajón x 30kg",https://giliycia.com.ar//clavos-punta-paris-2-cajon-x-30-kg.html,109163,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/3/5/3573.jpg,Agregar al carritoAñadir para comparar,
clavo,"Clavos Punta París 1 1/2"" Cajón x 30kg",https://giliycia.com.ar//clavos-punta-paris-1-1-2-cajon-x-30kg.html,115468,gili,https://giliycia.com.ar/media/catalog/product/cache/96864eacb6020aba246a1749d7d9e101/3/5/3568_01.jpg,Agregar al carritoAñadir para comparar,
