search_term,name,url,price,provider_id,photo,details,brand
smartphone samsung,Smartphone Motorola Moto E22 4Gb Ram 64Gb Negro,https://www.garbarino.com/p/smartphone-motorola-moto-e22-4gb-ram-64gb-negro/a8bb102b-f056-4739-9395-80cf5c8ac1ac,253380,garbarino,https://d2eebw31vcx88p.cloudfront.net/garbarino/uploads/d05b3d1a1a55e21b6de1306da501deec2d128932.jpg,Smartphone Motorola Moto E22 4Gb Ram 64Gb Negro,
smartphone samsung,Smartphone Motorola Moto G13 4Gb Ram 64Gb Rosa,https://www.garbarino.com/p/smartphone-motorola-moto-g13-4gb-ram-64gb-rosa/ae34461e-e275-406d-8c3b-725d38ad85e7,267800,garbarino,https://d2eebw31vcx88p.cloudfront.net/garbarino/uploads/e2bcf7e2b002447e9a4455e8b33bdcb08c6d36cb.jpg,Smartphone Motorola Moto G13 4Gb Ram 64Gb Rosa,
