price,url
4897,https://bahiaconstrucciones.com.ar/tienda/producto/Q0FZz-WDIw
6604,https://bahiaconstrucciones.com.ar/tienda/producto/Q0NN
440801,https://bahiaconstrucciones.com.ar/tienda/producto/Q0FZz-WDZz-w
4620,https://bahiaconstrucciones.com.ar/tienda/producto/Zz-DAzNDg4
